stops_name,location
Sbr. Jln. Cambela Permai,WJ
Sbr. Jln. Cikoko Timur I,SJ
Sbr. Jln. Cilincing Bakti,NJ
Sbr. Jln. Cipinang Jaya,EJ
Sbr. Jln. Damai,EJ
Sbr. Jln. Damai Kalisari,EJ
Sbr. Jln. Delima Raya 2,EJ
Sbr. Jln. Depsos Raya,SJ
Sbr. Jln. Elang Laut Kamal,NJ
Sbr. Jln. Flamboyan Srengseng,WJ
Sbr. Jln. Gading Griya Lestari,NJ
Sbr. Jln. Gading Raya II,EJ
Sbr. Jln. Gorda,EJ
Sbr. Jln. H. Hanafi Cipinang,EJ
Sbr. Jln. H. Jian 2B Cipete,SJ
Sbr. Jln. H. Jusin Susukan,EJ
Sbr. Jln. H. Kasam,WJ
Sbr. Jln. H. Khayar,SJ
Sbr. Jln. H. Kincan Rawa Buaya,WJ
Sbr. Jln. H. Matasan,SJ
Sbr. Jln. H. Mawar Sunter,NJ
Sbr. Jln. H. Minan Kamal,WJ
Sbr. Jln. H. Oyar,NJ
Sbr. Jln. H. Sanusi Taming,WJ
Sbr. Jln. H. Sidan,EJ
Sbr. Jln. H. Tamin S,NJ
Sbr. Jln. H. Ung,CJ
Sbr. Jln. Jaya Wijaya,NJ
Sbr. Jln. Jomas,WJ
Sbr. Jln. KH Syahdan,WJ
Sbr. Jln. Kamboja Halim,EJ
Sbr. Jln. Kampung Bali XXXIII,CJ
Sbr. Jln. Kampung Baru,WJ
Sbr. Jln. Kampung Baru V,SJ
Sbr. Jln. Kapuk II,EJ
Sbr. Jln. Kapuk III,EJ
Sbr. Jln. Kebagusan III,SJ
Sbr. Jln. Kelinci,SJ
Sbr. Jln. Kemang Selatan VIII,SJ
Sbr. Jln. Kemang Timur XI,SJ
Sbr. Jln. Kemang Timur XVII,SJ
Sbr. Jln. Komplek Yuka,NJ
Sbr. Jln. Kopi Selatan II,EJ
Sbr. Jln. Kramat Cipedak,SJ
Sbr. Jln. Kramat Jaya Baru I,CJ
Sbr. Jln. Lagoa Kanal,NJ
Sbr. Jln. Madrasah Sukabumi Utara,WJ
Sbr. Jln. Malaka HB,NJ
Sbr. Jln. Man 2,EJ
Sbr. Jln. Mandor Munding,EJ
Sbr. Jln. Mangga Dua Dalam,CJ
Sbr. Jln. Mangga KDW,EJ
Sbr. Jln. Mangga Kalisari,EJ
Sbr. Jln. Manggarai Utara 5,SJ
Sbr. Jln. Mantang,NJ
Sbr. Jln. Manunggal Bakti Kalisari,EJ
Sbr. Jln. Manunggal Meruya Selatan,WJ
Sbr. Jln. Masjid Al Munir,EJ
Sbr. Jln. Melati PKP,EJ
Sbr. Jln. Melur Tugu VI,NJ
Sbr. Jln. Mesjid I Benhil,CJ
Sbr. Jln. Mini II,EJ
Sbr. Jln. Muhidin KDW,EJ
Sbr. Jln. Mundu,EJ
Sbr. Jln. Otista III Komplek III,EJ
Sbr. Jln. Palmerah Utara II,CJ
Sbr. Jln. Pangeran Antasari,SJ
Sbr. Jln. Pendet,NJ
Sbr. Jln. Pinang IIIb,SJ
Sbr. Jln. Pinang IV Pondok Labu,SJ
Sbr. Jln. Pondok Labu 1A,SJ
Sbr. Jln. Primanota,NJ
Sbr. Jln. R. Anggun,WJ
Sbr. Jln. Rasamala Dalam,WJ
Sbr. Jln. Rawa Kepa IX,WJ
Sbr. Jln. Rawabadung,EJ
Sbr. Jln. Rorotan V Gg. 1,NJ
Sbr. Jln. Ruby Kembangan Utara,WJ
Sbr. Jln. SMAN 99,EJ
Sbr. Jln. SMP 175,SJ
Sbr. Jln. SMPN 160,EJ
Sbr. Jln. Sambu Halim,EJ
Sbr. Jln. Samudera 1,NJ
Sbr. Jln. Sawah Mede I,WJ
Sbr. Jln. Semanan II,WJ
Sbr. Jln. Sungai Barito Sembar,NJ
Sbr. Jln. Sungai Musi Sembar,NJ
Sbr. Jln. Sunter Jaya V,NJ
Sbr. Jln. Sunter Jaya VI,NJ
Sbr. Jln. Swadaya II,EJ
Sbr. Jln. Swakarsa III,EJ
Sbr. Jln. Swasembada Barat V,NJ
Sbr. Jln. Taman Enau,EJ
Sbr. Jln. Tari Klasik,NJ
Sbr. Jln. Tebet Barat VI,SJ
Sbr. Jln. Tebet Utara III,SJ
Sbr. Jln. Utama III Cengkareng,WJ
Sbr. Jln. Warakas I Gg. 8,NJ
Sbr. Jln.Tebet Barat Raya,SJ
Sbr. KBN Sukapura,NJ
Sbr. KPAI,CJ
Sbr. KPP Pratama Tanah Abang Satu,CJ
Sbr. Kalibata Square,SJ
Sbr. Kanisius,CJ
Sbr. Kebantenan IX,NJ
Sbr. Kebantenan VIII,NJ
Sbr. Kec. Ciracas,EJ
Sbr. Kec. Jagakarsa,SJ
Sbr. Kec. Makasar,EJ
Sbr. Kec. Palmerah,WJ
Sbr. Kec. Pasar Minggu,SJ
Sbr. Kel. Balekambang,EJ
Sbr. Kel. Ciracas,EJ
Sbr. Kel. Duri Kepa,WJ
Sbr. Kel. Kayu Putih,EJ
Sbr. Kel. Lebak Bulus,SJ
Sbr. Kel. Meruya Selatan,WJ
Sbr. Kel. Pondok Labu,SJ
Sbr. Kel. Ps. Minggu,SJ
Sbr. Kel. Rawa Bunga,EJ
Sbr. Kel. Semper Timur,NJ
Sbr. Kel. Sukapura,NJ
Sbr. Kel. Sumur Batu,CJ
Sbr. Kel. Tambora,WJ
Sbr. Kel. Tanah Tinggi,CJ
Sbr. Kel. Tebet Timur,SJ
Sbr. Kemanggisan Utama I,WJ
Sbr. Kimia Farma Grogol Utara,SJ
Sbr. Klinik Firdausy,SJ
Sbr. Klinik Kasih Medika,EJ
Sbr. Klinik Win Medika,EJ
Sbr. Klinik Yadika Petukangan,SJ
Sbr. Kodam Bintaro,SJ
Sbr. Koko Semesta,NJ
Sbr. Komarudin Timur Lingkar Timur,EJ
Sbr. Komplek DPR III,WJ
Sbr. Komplek Dolog Jaya,EJ
Sbr. Komplek Kemhan Cidodol,SJ
Sbr. Komplek Kijang Kencana,WJ
Sbr. Komplek Kodam Jaya,WJ
Sbr. Komplek Lapan Pekayon,EJ
Sbr. Komplek Pacul Mas,EJ
Sbr. Komplek Pertambangan Kelapa Dua,WJ
Sbr. Komplek Sltp 200,EJ
Sbr. Koramil Pondok Gede,B
Sbr. Kuningan Place,SJ
Sbr. LP Cipinang,EJ
Sbr. Lapangan Blok O Pengadegan,SJ
Sbr. Lapangan Kaprina,EJ
Sbr. MI Attarbiyatuddiniyah,EJ
Sbr. MI Nurul Hakim,SJ
Sbr. MIN 20 Jakarta,NJ
Sbr. MNC Center,CJ
Sbr. MTsN 20 Jakarta,EJ
Sbr. MTsN 25 Jakarta,EJ
Sbr. MTsN 7 Model Jakarta,EJ
Sbr. Madrasah Hasanatuddarain,EJ
Sbr. Makam Pangeran Jayakarta,EJ
Sbr. Malaka 1 Gg. 2 Rorotan,NJ
Sbr. Man 15 Jakarta,EJ
Sbr. Man 18 Jakarta,EJ
Sbr. Manhattan Hotel,SJ
Sbr. Marunda Baru,NJ
Sbr. Masjid Al Bakrie,SJ
Sbr. Masjid Al Falah Pinang,SJ
Sbr. Masjid Al Fida Komodor Halim,EJ
Sbr. Masjid Al Hawi Cililitan,EJ
Sbr. Masjid Al Ichrom,WJ
Sbr. Masjid Al Iman Cipinang,EJ
Sbr. Masjid Al Mukarromah Lagoa,NJ
Sbr. Masjid Al Mumin,NJ
Sbr. Masjid Al Waqof,NJ
Sbr. Masjid Alhikmah Duren Sawit,EJ
Sbr. Masjid Annur Tanah Abang,WJ
Sbr. Masjid Ar Rohmah,NJ
Sbr. Masjid Arrahim Rawa Kompeni,WJ
Sbr. Masjid Assaadah Malaka Jaya,EJ
Sbr. Masjid At Taqwa Karang Tengah,B
Sbr. Masjid At Taqwa Rawa Kuning,EJ
Sbr. Masjid At Tin,EJ
Sbr. Masjid Darussalam Cipedak,SJ
Sbr. Masjid Jami Al Badariah Kemayoran,CJ
Sbr. Masjid Jami Al Hidayah Tomang,WJ
Sbr. Masjid Jami Al Muttaqin Balekambang,EJ
Sbr. Masjid Jami Ar Roghibin,NJ
Sbr. Masjid Jami Asy Syakirin,SJ
Sbr. Masjid Jami Baiturrahman Tomang,WJ
Sbr. Masjid Jami Darussalam Pinang,SJ
Sbr. Masjid Jami Fathur Ghofur,EJ
Sbr. Masjid Nurul Falah Grogol,WJ
Sbr. Masjid Nurul Jannah Marunda,NJ
Sbr. Masjid Pasmar Marunda,NJ
Sbr. Masjid Raya Baitul Muttaqin,EJ
Sbr. Menara Kelapa Gading,NJ
Sbr. Mesindo Tekninesia,NJ
Sbr. Mess Perwira Cendrawasih,EJ
Sbr. Mess Polwan Esthi Bhakti Warapsari,CJ
Sbr. Minimarket Pondok Kelapa,EJ
Sbr. Minimarket Sunter Jaya 2,NJ
Sbr. Multivision Tower,SJ
Sbr. Musala Al Ishlah,NJ
Sbr. Mushola Al Hidayah Bukit Duri,SJ
Sbr. Mushola Al Muhajirin Cibubur,EJ
Sbr. Mutiara Taman Palem 1,WJ
Sbr. Nabawi Islamic Shool,EJ
Sbr. PAUD Bina Keluarga Balita,WJ
Sbr. PAUD Bintang Pondok Bambu,EJ
Sbr. PAUD Tunas Bahari,EJ
Sbr. PGP,EJ
Sbr. PLN Kramat Jati,EJ
Sbr. PPKD Jaktim,EJ
Sbr. PTC Pulo Gadung,NJ
Sbr. Pam Jaya DKI,CJ
Sbr. Panti Asuhan Anak Putra Utama 1,EJ
Sbr. Panti Asuhan Putera Mulia,EJ
Sbr. Persada Purnawira Halim,EJ
Sbr. Perum Mutiara Indah Rorotan,EJ
Sbr. Perum Qoriyah Toyibah,WJ
Sbr. Perum Sunter Hijau,NJ
Sbr. Perum Taman Malaka,EJ
Sbr. Pesona Kalisari,EJ
Sbr. Pesona Square,D
Sbr. Plaza Kemang 88,SJ
Sbr. Polsek Ciracas,EJ
Sbr. Polsek Duren Sawit,EJ
Sbr. Polsek Jagakarsa,SJ
Sbr. Polsek Makasar,EJ
Sbr. Polsek Pulo Gadung,EJ
Sbr. Ponpes Alhikmah Rorotan,NJ
Sbr. Popki Cibubur,EJ
Sbr. Port Medical Center,NJ
Sbr. Pos Ayam,NJ
Sbr. Prapanca Apartment,SJ
Sbr. Premier Terrace,EJ
Sbr. Ps. Bambu Kuning,NJ
Sbr. Ps. Bukit Duri,SJ
Sbr. Ps. Bulak,EJ
Sbr. Ps. Cengkareng,WJ
Sbr. Ps. Cibubur,EJ
Sbr. Ps. Deprok,EJ
Sbr. Ps. Deprok 1,EJ
Sbr. Ps. Gardu,EJ
Sbr. Ps. Gembrong Baru,CJ
Sbr. Ps. Hipli Semanan,WJ
Sbr. Ps. Jelambar Polri,WJ
Sbr. Ps. Jongkok,NJ
Sbr. Ps. Kaget Pengadegan,SJ
Sbr. Ps. Kb. Pisang,WJ
Sbr. Ps. Klender,EJ
Sbr. Ps. Lokbin Muria,SJ
Sbr. Ps. Malaka Rorotan,NJ
Sbr. Ps. Mandiri Kelapa Gading,NJ
Sbr. Ps. Pagi Raya Cilincing,NJ
Sbr. Ps. Palmerah,WJ
Sbr. Ps. Pengampuan,WJ
Sbr. Ps. Pisang,WJ
Sbr. Ps. Rawa Bening,EJ
Sbr. Ps. Timbul,WJ
Sbr. Ps. Ujung Menteng,EJ
Sbr. Puri Ardhya Garini,EJ
Sbr. Puri Margasatwa,SJ
Sbr. Puskesmas Kel. Dukuh,EJ
Sbr. Puskesmas Kel. Semper Barat II,NJ
Sbr. Puskesmas Malaka Sari,EJ
Sbr. Puskesmas Meruya Utara,WJ
Sbr. Puskesmas Pasar Minggu,SJ
Sbr. Puskesmas Pegangsaan Dua,NJ
Sbr. Puskesmas Setiabudi,SJ
Sbr. RPTRA Menara,WJ
Sbr. RPTRA Pesona Manggarai,SJ
Sbr. RPTRA Udara Segar 126,EJ
Sbr. RS Aulia,SJ
Sbr. RS Bhakti Mulia,CJ
Sbr. RS Dr Mintohardjo,CJ
Sbr. RS Dr Suyoto,SJ
Sbr. RS Dr. Sulianti Saroso,NJ
Sbr. RS Gading Pluit,NJ
Sbr. RS Harapan Bunda,EJ
Sbr. RS Hermina Podomoro,NJ
Sbr. RS Islam Pondok Kopi,EJ
Sbr. RS Mediros,NJ
Sbr. RS Moh Ridwan Meuraksa,EJ
Sbr. RS Pelabuhan Jakarta,NJ
Sbr. RS Pelni Petamburan,CJ
Sbr. RS Siloam Kb. Jeruk,WJ
Sbr. RS Zahirah,SJ
Sbr. RSIA Asta Nugraha,EJ
Sbr. RSIA Tambak,CJ
Sbr. RSUD Jagakarsa,SJ
Sbr. RSUD Tanah Abang,CJ
Sbr. Raffles Christian School,SJ
Sbr. Ramayana Semper,NJ
Sbr. Rukan Balai Pustaka,EJ
Sbr. Rukan Radin Inten II,EJ
Sbr. Ruko Cempaka Mas,NJ
Sbr. Ruko Green Lake,WJ
Sbr. Ruko Taman Cemara,B
Sbr. Rumkitban Bintaro,SJ
Sbr. Rusun Harum Tebet,SJ
Sbr. Rusun Rorotan,NJ
Sbr. SD Angkasa 1,EJ
Sbr. SD Kartika X-2,SJ
Sbr. SD Kartika X-4,SJ
Sbr. SDIT At Tahiriyah,EJ
Sbr. SDN Bendungan Hilir 01,CJ
Sbr. SDN Cipedak 03,SJ
Sbr. SDN Cipedak 05,SJ
Sbr. SDN Dukuh 01,EJ
Sbr. SDN Dukuh 05,EJ
Sbr. SDN Grogol Selatan 01,SJ
Sbr. SDN Jagakarsa 01,SJ
Sbr. SDN Jagakarsa 05,SJ
Sbr. SDN Johar Baru 10,CJ
Sbr. SDN Kebagusan 01,SJ
Sbr. SDN Pademangan 03,NJ
Sbr. SDN Pademangan Timur 05 07,NJ
Sbr. SDN Palmerah 07,CJ
Sbr. SDN Palmerah 09,SJ
Sbr. SDN Pegangsaan Dua 07,NJ
Sbr. SDN Pondok Kelapa 05,EJ
Sbr. SDN Pulo Gebang 13,EJ
Sbr. SDN Pulo Gebang 20,EJ
Sbr. SDN Rorotan 03,NJ
Sbr. SDN Semanan 01,WJ
Sbr. SDN Sunter Agung 09,NJ
Sbr. SDN Tengah 06,EJ
Sbr. SKKT Pondok Bambu,EJ
Sbr. SMA Angkasa 1,EJ
Sbr. SMA Islam As Syafiiyah 01,SJ
Sbr. SMAN 10,CJ
Sbr. SMAN 115,NJ
Sbr. SMAN 19,WJ
Sbr. SMAN 21,EJ
Sbr. SMAN 38,SJ
Sbr. SMAN 41,NJ
Sbr. SMAN 5,CJ
Sbr. SMAN 50,EJ
Sbr. SMAN 66,SJ
Sbr. SMAN 75,NJ
Sbr. SMAN 8,SJ
Sbr. SMAN 85,WJ
Sbr. SMAN 95,WJ
Sbr. SMK 57,SJ
Sbr. SMK Al Hidayah 1,SJ
Sbr. SMK Angkasa 2,EJ
Sbr. SMK Kartika X-2,SJ
Sbr. SMK Malahayati Marunda,NJ
Sbr. SMK Nurul Huda,EJ
Sbr. SMKN 12,NJ
Sbr. SMKN 23,NJ
Sbr. SMKN 49,NJ
Sbr. SMKN 52,EJ
Sbr. SMKN 63,SJ
Sbr. SMKN Jasalena Marunda,NJ
Sbr. SMP Dan SMK Bakti 17,SJ
Sbr. SMP Nurul Falah,NJ
Sbr. SMPN 10,CJ
Sbr. SMPN 128,EJ
Sbr. SMPN 131,SJ
Sbr. SMPN 148,EJ
Sbr. SMPN 165,EJ
Sbr. SMPN 190,WJ
Sbr. SMPN 195,EJ
Sbr. SMPN 205,WJ
Sbr. SMPN 209,EJ
Sbr. SMPN 229,WJ
Sbr. SMPN 232,EJ
Sbr. SMPN 235,SJ
Sbr. SMPN 252,EJ
Sbr. SMPN 263,EJ
Sbr. SMPN 27,EJ
Sbr. SMPN 286,WJ
Sbr. SMPN 44,EJ
Sbr. SMPN 48,SJ
Sbr. SMPN 84,NJ
Sbr. SPBU Tugu Selatan,NJ
Sbr. SPBU Warung Jati,SJ
Sbr. STIE Rawamangun,EJ
Sbr. STIKES Bhakti Pertiwi Jagakarsa,SJ
Sbr. Sangrila Indah,SJ
Sbr. Sekolah At Taqwa Karang Tengah,B
Sbr. Sekolah Avicenna Jagakarsa,SJ
Sbr. Sekolah Bethel,WJ
Sbr. Sekolah Bhineka Tunggal Ika,WJ
Sbr. Sekolah Charitas Pondok Labu,SJ
Sbr. Sekolah Daarun Naiim,WJ
Sbr. Sekolah Fajar Sion,WJ
Sbr. Sekolah Islam Al Azhar Jagakarsa,SJ
Sbr. Sekolah Islam PB Soedirman,EJ
Sbr. Sekolah Keperawatan YPDR,SJ
Sbr. Sekolah Lamuel,CJ
Sbr. Sekolah Pelita II Kb. Jeruk,WJ
Sbr. Sekolah Saint Caroline,NJ
Sbr. Sekolah Yanindo Jakarta,NJ
Sbr. Seksi Dinas Pendidikan Makasar,EJ
Sbr. Semar,SJ
Sbr. Sentral Bisnis Harapan Indah,B
Sbr. Slb Angkasa,EJ
Sbr. St. Manggarai,SJ
Sbr. St. Taman Kota,WJ
Sbr. Standard Chartered,SJ
Sbr. Sunter Agung,NJ
Sbr. Sunter Icon,NJ
Sbr. Swadaya Raya,EJ
Sbr. TDP,EJ
Sbr. TK Aisyiyah 4 Tebet Timur,SJ
Sbr. TK Al Husna Petukangan Utara,SJ
Sbr. TK Dinamika,EJ
Sbr. TK Kartika VIII -13,SJ
Sbr. TK Kreatif Komimo,NJ
Sbr. TK Rahmania Ragunan,SJ
Sbr. TK Tarakanita 5,EJ
Sbr. TK Tunas Harapan,SJ
Sbr. TPA As Sholihin,NJ
Sbr. TPU Budi Darma,NJ
Sbr. TPU Grogol Selatan,SJ
Sbr. TPU Karet Bivak,CJ
Sbr. TPU Pondok Kelapa,EJ
Sbr. TPU Rawabunga,EJ
Sbr. TPU Tegal Alur,WJ
Sbr. Taman Asem PPSU,NJ
Sbr. Taman BMW,NJ
Sbr. Taman Buni,SJ
Sbr. Taman Enim,NJ
Sbr. Taman Gg. Kelor,EJ
Sbr. Taman Mahoni,EJ
Sbr. Taman Mandiri Kelapa Gading,NJ
Sbr. Taman Permata Indah 1,WJ
Sbr. Taman Tulang Bawang,CJ
Sbr. Taman Wiladatika,EJ
Sbr. Tambun Utara,EJ
Sbr. Tebet Barat Dalam VIII,SJ
Sbr. Term. Kampung Rambutan,EJ
Sbr. The Jakarta Post,CJ
Sbr. The Pakubuwono Menteng,CJ
Sbr. Tip Top Rawamangun,EJ
Sbr. Transvision Tebet,SJ
Sbr. Univ. Mercu Buana,WJ
Sbr. Versailles,ST
Sbr. Villa Ampera,SJ
Sbr. Villa Cibubur Indah,EJ
Sbr. Waduk Pluit,NJ
Sbr. YPI Asyaadah,EJ
Sbr. Yayasan Adi Luhur Gedong,EJ
Sbr. Yayasan Al Azhar Syuhada,SJ
Sbr. Yayasan Alfitriyah Marunda,NJ
Sbr. Yayasan Islam Suci Susukan,EJ
Seberang Food Street,NJ
Sekolah Al Huda 1,WJ
Sekolah Al Wahyu Cibubur,EJ
Sekolah Anglo Rawasari,CJ
Sekolah Arraudhah,NJ
Sekolah Bahasa Polri,EJ
Sekolah Bhineka Tunggal Ika,WJ
Sekolah Bumi Husada Ciracas,EJ
Sekolah Cahaya Sakti Otista I,EJ
Sekolah Charitas Pondok Labu,SJ
Sekolah Cita Buana,SJ
Sekolah Daarun Naiim,WJ
Sekolah Darussalam H. Ipin,SJ
Sekolah Fatimiyah Perdana Kusuma,EJ
Sekolah Islam PB Soedirman,EJ
Sekolah Lemuel,WJ
Sekolah Malahayati,EJ
Sekolah Muhammadiyah Gelong Baru 1,WJ
Sekolah Muhammadiyah Grogol,WJ
Sekolah PGRI Penggilingan,EJ
Sekolah Pah Tsung,WJ
Sekolah Pelita II Kb. Jeruk,WJ
Sekolah Penabur Gunung Sahari,CJ
Sekolah Pinangsia,WJ
Sekolah Purba Adhika 1,SJ
Sekolah Remaja Sungai Bambu,NJ
Sekolah Sumbangsih,SJ
Sekolah Tarsisius 2,WJ
Sekolah Tunas Cemerlang,EJ
Sekolah Yanindo Jakarta,NJ
Sekolah Yapenda,NJ
Sekretariat 06 Wijaya Kusuma,WJ
Selapa Polri,SJ
Selatan St. Gondangdia,CJ
Semanggi,SJ
Semar,SJ
Senayan,SJ
Senayan City,CJ
Senayan JCC 3,CJ
Senayan JCC Arah Barat,CJ
Senayan JCC Arah Timur,CJ
Senen,CJ
Senen Sentral,CJ
Senopati,SJ
Sentra Timur,EJ
Sentraland Cengkareng,WJ
Seskoal,SJ
Seskoal 1,SJ
Seskoal 2,SJ
Setiabudi Utara,SJ
Setiabudi Utara 2,SJ
Setu 2,EJ
Sherwood,NJ
Simpang Adiaksa,SJ
Simpang Akses Pitungan,NJ
Simpang Al Barkah Dr Saharjo,SJ
Simpang Anggrek Garuda Rosaliana,WJ
Simpang Anyelir,EJ
Simpang Arion,EJ
Simpang Arion 2,EJ
Simpang Arteri Kebayoran Lama,SJ
Simpang BKT,EJ
Simpang Balai Pustaka Timur Waru,EJ
Simpang Bango Tridharma Raya,SJ
Simpang Bantar Jati Hwarang,EJ
Simpang Batu Ampar Condet Raya,EJ
Simpang Batu Ampar IV Inerbang,EJ
Simpang Belly 1,EJ
Simpang Belly 2,EJ
Simpang Benda Raya Prepedan,WJ
Simpang Blok A,CJ
Simpang Blok E,CJ
Simpang Bren Howitzer Raya,CJ
Simpang Budaya Batu Ampar 1,EJ
Simpang Budaya Batu Ampar 2,EJ
Simpang Budi Sakti Raya,WJ
Simpang Bukit Duri Selatan 1,SJ
Simpang Bundaran Ikan Harapan Indah Raya 1,B
Simpang Bunga Melati Flamboyan,SJ
Simpang Bungur Mahakam,EJ
Simpang Camar 2,NJ
Simpang Cendrawasih Hybrida Terusan,NJ
Simpang Cibubur III/I,EJ
Simpang Cilandak Tengah Raya 1,SJ
Simpang Cilandak Tengah Raya 2,SJ
Simpang Cipinang Indah I,EJ
Simpang Cipinang Kebembem 1,EJ
Simpang Cipinang Nusa Indah,EJ
Simpang DDN Pondok Labu,SJ
Simpang Danau Indah Raya,NJ
Simpang Danau Sunter Barat Utara,NJ
Simpang Danau Sunter Utara Barat,NJ
Simpang Darmawangsa X,SJ
Simpang Darmawangsa XI Prapanca,SJ
Simpang Deplu Veteran Raya,SJ
Simpang Dharmawangsa VIII,SJ
Simpang Dinkes,CJ
Simpang Gading Mas Biru Laut,NJ
Simpang Gading Pori Raya,EJ
Simpang Gading Raya,EJ
Simpang Gandaria Kyai Maja,SJ
Simpang Gg. Macan Daan Mogot,WJ
Simpang Gunung Balong Karang Tengah,SJ
Simpang Gunung Sahari III,CJ
Simpang H. Ali Kramat Barat,EJ
Simpang H. Ali Raya Tengah,EJ
Simpang H. Jumat Kalisari,EJ
Simpang Hadiah 2,WJ
Simpang Herman Susilo 1,SJ
Simpang Indraloka 1,WJ
Simpang Indraloka 2,WJ
Simpang JORR,EJ
Simpang Jatinegara Timur IV,EJ
Simpang Jembatan Lima,WJ
Simpang Jln. 26 Utara,EJ
Simpang Jln. Agung Permai 1,NJ
Simpang Jln. Bongo Raya,NJ
Simpang Jln. Cemara,NJ
Simpang Jln. H. Baserin 1,SJ
Simpang Jln. H. Baserin 2,SJ
Simpang Jln. Kalibaru Timur VI,CJ
Simpang Jln. Kramat Jaya 1,NJ
Simpang Jln. Kramat Jaya 2,NJ
Simpang Jln. Pegangsaan Dua,NJ
Simpang Jln. Pisangan Lama,EJ
Simpang Jln. Sunter Karya,NJ
Simpang Jln. Tarian Raya Barat,NJ
Simpang KH Abdulloh Karang Tengah 1,B
Simpang KH Hasyim Cideng Barat,CJ
Simpang Kali Besar Barat,WJ
Simpang Kaliabang Rorotan 1,NJ
Simpang Kalimalang,EJ
Simpang Kalimalang Pahlawan Revolusi,EJ
Simpang Kalisari Raya Lapan,EJ
Simpang Kampung Jembatan 1,EJ
Simpang Kampung Jembatan 2,EJ
Simpang Kampung Kandang 2,SJ
Simpang Kapuk Cengkareng,WJ
Simpang Karang Tengah,SJ
Simpang Kawi Raya,SJ
Simpang Kawi Raya 2,SJ
Simpang Kb. Baru 2,NJ
Simpang Kebantenan VIII,NJ
Simpang Kejaksaan H. Muchtar Raya,T
Simpang Kelapa Cengkir Flamboyan,NJ
Simpang Kelapa Cengkir Raya,NJ
Simpang Kelapa Dua H. Kelik,WJ
Simpang Kelapa Nias Pegangsaan,NJ
Simpang Kemang 1,SJ
Simpang Kemang Selatan 1,SJ
Simpang Kemang Selatan 2,SJ
Simpang Kemang Utara Timur,SJ
Simpang Kemanggisan Ilir III,WJ
Simpang Kemanggisan Ilir Raya,WJ
Simpang Kembangan Raya 2,WJ
Simpang Kembangan Selatan,WJ
Simpang Kembangan Utara Bojong Raya,WJ
Simpang Kepu Arteri Kelapa Gading,NJ
Simpang Kepu Kesadaran,NJ
Simpang Kesemek 2,NJ
Simpang Kodam Bintaro Permai,SJ
Simpang Kopi Bandengan Selatan,WJ
Simpang Kopi Kali Besar Barat,WJ
Simpang Kopi Roa Malaka,WJ
Simpang Kota Bambu Utara I,WJ
Simpang Kramat II,SJ
Simpang Kramat Jaya Baru,CJ
Simpang Kramat Jaya Baru 2,CJ
Simpang Kramat Jaya Baru 4,CJ
Simpang Kunir Kemukus,WJ
Simpang Labu Cemara,NJ
Simpang Lagoa Ciampea,NJ
Simpang Lapangan Tembak Raya Bogor,EJ
Simpang Lingkar Duren Sawit,EJ
Simpang Mabes Hankam Raya Ceger,EJ
Simpang Mahoni Cempaka,NJ
Simpang Mandala Maphalindo,EJ
Simpang Mandala Raya Selatan,WJ
Simpang Mandala Selatan Raya,WJ
Simpang Mandala Selatan Timur,WJ
Simpang Mandara Permai 2,NJ
Simpang Mangga Besar XI,WJ
Simpang Manggarai Utara,SJ
Simpang Manunggal Pintu 2,EJ
Simpang Matraman 2,EJ
Simpang Media Massa,EJ
Simpang Melur Tugu,NJ
Simpang Merak Cipinang Indah,EJ
Simpang Meruya Ilir 1,WJ
Simpang Meruya Ilir Srengseng,WJ
Simpang Meruya Selatan Saaba,WJ
Simpang Mulya Jaya Cipinang Lontar,EJ
Simpang Nusa Indah VI,EJ
Simpang Otista III Selatan,EJ
Simpang Otista III Utara,EJ
Simpang Pahlawan Revolusi 1,EJ
Simpang Pahlawan Revolusi Kalimalang,EJ
Simpang Pakin 2,NJ
Simpang Pakin 3,NJ
Simpang Palmerah Barat Rawa Belong,SJ
Simpang Pangeran Komarudin 1,EJ
Simpang Panjang Duri Kepa,WJ
Simpang Panjang Kb. Jeruk 1,WJ
Simpang Panjang Kb. Jeruk 2,WJ
Simpang Patra Lontar Raya,WJ
Simpang Pegangsaan Dua Hybrida,NJ
Simpang Perintis 2,EJ
Simpang Permata Meruya 1,WJ
Simpang Permata Meruya 2,WJ
Simpang Perniagaan Tambora,WJ
Simpang Persahabatan Raya,EJ
Simpang Pertengahan Cijantung,EJ
Simpang Pinang I Pondok Labu,SJ
Simpang Pisangan Lama III Selatan,EJ
Simpang Pisangan Lama Selatan III,EJ
Simpang Pitungan,NJ
Simpang Pluit Raya,NJ
Simpang Pondok Bambu Batas 1,EJ
Simpang Pondok Bambu Batas 2,EJ
Simpang Pondok Baru Gongseng Raya,EJ
Simpang Pori Gading Raya,EJ
Simpang Pori Pisangan Lama III,EJ
Simpang Prepedan Benda Raya,WJ
Simpang Ps. Kb. Pisang,WJ
Simpang Ps. Pagi,WJ
Simpang Ps. Patra 1,WJ
Simpang Ps. Patra 2,WJ
Simpang Ps. Rawamangun,EJ
Simpang Ps. Warakas 3,NJ
Simpang Radin Inten II Kalimalang,EJ
Simpang Rajawali Cipinang Indah,EJ
Simpang Rawa Barat,SJ
Simpang Rawa Belong Palmerah Barat,WJ
Simpang Rawa Belong Sulaiman,WJ
Simpang Rawa Kepa Utama,WJ
Simpang Rawasari Ahmad Yani,CJ
